Date,Aircraft type,Registration,Operator,Fatalities,Location,Damage,Manufacturer,Model,Year
2022-01-03,british aerospace 4121 jetstream 41,ZS-NRJ,sa airlink,0,Venetia,substantial,british aerospace,4121 jetstream 41,2022
2022-01-04,british aerospace 3101 jetstream 31,HR-AYY,lanhsa,0,Roatán,substantial,british aerospace,3101 jetstream 31,2022
2022-01-05,boeing 737-4h6,EP-CAP,caspian airlines,0,Isfahan,substantial,boeing,737-4h6,2022
2022-01-08,tupolev tu-204-100c,RA-64032,aviastar-tu,0,Hangzhou Xiaoshan,write-off,tupolev,tu-204-100c,2022
2022-01-12,beechcraft 200 super king air,,private,0,Machakilha,write-off,beechcraft,200 super king air,2022
2022-01-16,airbus a320-214 (wl),JA24MC,star flyer,0,Okayama,none,airbus,a320-214 (wl),2022
2022-01-19,cessna 208b grand caravan ex,YV3033,mahan air,0,Vakilabad,substantial,cessna,208b grand caravan ex,2022
2022-01-22,airbus a320-232,N760JB,jetblue airways,0,Hayden,substantial,airbus,a320-232,2022
2022-01-27,bombardier cl-600-2b16 challenger 604,2-SLOW,volare aviation,0,Heraklion,substantial,bombardier,cl-600-2b16 challenger 604,2022
2022-01-31,bombardier cl-600-2b16 challenger 604,N999PX,lima delta co trustee,0,London,substantial,bombardier,cl-600-2b16 challenger 604,2022
2022-01-31,beechcraft b300 king air 350,C-GEAS,air tindi,0,Thunder Bay,substantial,beechcraft,b300 king air 350,2022
2022-02-02,hawker 1000,N207K,skyview,0,Islip,substantial,raytheon hawker,1000,2022
2022-02-05,cessna 208b grand caravan,5H-TAZ,care aviation,0,New Fangak,substantial,cessna,208b grand caravan,2022
2022-02-07,embraer erj-190-100lr,OH-LKK,finnair,0,København,substantial,embraer,erj-190-100lr,2022
2022-02-08,antonov an-26,SP-402,south sudanese air force,0,Agok,substantial,antonov,an-26,2022
2022-02-11,cessna 501 citation i/sp,LV-JUO,aviajet sa,0,Morón,substantial,cessna,501 citation i/sp,2022
2022-02-11,antonov an-2r,RA-33599,kamchatsky krechet,2,Koryaki,write-off,antonov,an-2r,2022
2022-02-14,let l-410uvp-e3,9S-GFA,doren air congo,0,Bukavu,write-off,let,l-410uvp-e3,2022
2022-02-15,atr 42-500,JA04JC,japan air commuter,0,Osaka,none,atr,42-500,2022
2022-02-15,britten-norman bn-2a-9 islander,N821RR,air flamenco,0,Culebra,substantial,britten-norman,bn-2a-9 islander,2022
2022-02-16,swearingen sa226-at merlin iv,HK-5225,colcharter,0,San Andres,substantial,swearingen,sa226-at merlin iv,2022
2022-02-18,embraer emb-500 phenom 100e,N68NH,eclipse transport,0,Detroit,substantial,embraer,emb-500 phenom 100e,2022
2022-02-21,de havilland canada dhc-3t texas turbine otter,N413JP,bald mountain air services,0,Umiat,substantial,de havilland canada,dhc-3t texas turbine otter,2022
2022-02-21,raytheon hawker 800xp,N99AP,roper aviation,0,Aspen,substantial,raytheon hawker,800xp,2022
2022-02-23,cessna 208b grand caravan,5X-ASD,air serv limited,0,Bor,substantial,cessna,208b grand caravan,2022
2022-02-23,antonov an-2,,taraz zhana alem,0,Aralsk,write-off,antonov,an-2,2022
2022-02-24,antonov an-22a,UR-09307,antonov airlines,0,Kyiv,substantial,antonov,an-22a,2022
2022-02-24,antonov an-26-100,UR-13395,antonov airlines,0,Kyiv,write-off,antonov,an-26-100,2022
2022-02-24,antonov an-74t,UR-74010,antonov airlines,0,Kyiv,write-off,antonov,an-74t,2022
2022-02-24,cessna 208b supervan 900,N10JA,gojump oceanside,0,Oceanside,substantial,cessna,208b supervan 900,2022
2022-02-24,antonov an-26,RF-36074,russian air force,7,Ostrogozhsk,write-off,antonov,an-26,2022
2022-02-24,antonov an-26,59 BLUE,ukraine air force,5,Zhukivtsi,write-off,antonov,an-26,2022
2022-02-26,cessna 208b grand caravan,5H-MZA,ab aviation,14,Mohéli,write-off,cessna,208b grand caravan,2022
2022-02-27,antonov an-124-100,UR-82009,antonov airlines,0,Kyiv,substantial,antonov,an-124-100,2022
2022-02-27,antonov an-225,UR-82060,antonov airlines,0,Kyiv,write-off,antonov,an-225,2022
2022-02-28,cessna 208b grand caravan,N108RF,revolution flight,0,Campbellton,substantial,cessna,208b grand caravan,2022
2022-02-28,embraer erj 170-200 lr (erj-175lr),N402YX,republic airlines,0,Washington,minor,embraer,170-200 lr (erj-175lr),2022
2022-02-28,cessna 208b grand caravan ex,PK-FSW,spirit avia sentosa,0,Bilogai,substantial,cessna,208b grand caravan ex,2022
2022-03-01,shaanxi y-8q,,china naval air force,11,Sanya,write-off,shaanxi,y-8q,2022
2022-03-02,embraer emb-500 phenom 100,LV-GQN,flyzar,0,Angra dos Reis,substantial,embraer,emb-500 phenom 100,2022
2022-03-03,boeing 737-8as (wl),EI-DHH,ryanair,0,Ibiza,none,boeing,737-8as (wl),2022
2022-03-05,dornier 228-101,CG756,indian coast guard,0,Kanpur,substantial,dornier,228-101,2022
2022-03-06,beechcraft 200 super king air,N8170J,hlaf aeta,0,Gulfport,substantial,beechcraft,200 super king air,2022
2022-03-07,cessna 525b citationjet cj3,N22AU,ozark air services,0,Baltimore,substantial,cessna,525b citationjet cj3,2022
2022-03-08,cessna 208 caravan i,C-GIPR,bamaji air,0,Sioux,write-off,cessna,208 caravan i,2022
2022-03-09,honda ha-420 hondajet,N903JT,jet it,0,Pittsburgh,substantial,honda,ha-420 hondajet,2022
2022-03-12,beechcraft 1900d,HP-1948BT,bocas air,0,PanamaAlbrook,substantial,beechcraft,1900d,2022
2022-03-17,cessna 208b super cargomaster,N78SA,martinaire,0,Dallas,minor,cessna,208b super cargomaster,2022
2022-03-17,cessna 208b super cargomaster,N9469B,martinaire,0,Dallas,substantial,cessna,208b super cargomaster,2022
2022-03-21,boeing 737-89p (wl),B-1791,china eastern airlines,132,Wuzhou,write-off,boeing,737-89p (wl),2022
2022-03-26,boeing 767-346er,JA603J,japan airlines,0,Nagoya,none,boeing,767-346er,2022
2022-03-30,cessna 208 caravan i,D-FLIC,skydive costa d'argento lsf gladwings,1,Säntis,write-off,cessna,208 caravan i,2022
2022-04-01,embraer emb-110p2 bandeirante,TG-TAN,tag airlines,0,Belize,substantial,embraer,emb-110p2 bandeirante,2022
2022-04-02,learjet 75,N877W,georgia crown distributing co,0,Morristown,substantial,learjet,75,2022
2022-04-07,boeing 757-27a (pcf),HP-2010DAE,dhl aero expreso,0,San José,write-off,boeing,757-27a (pcf),2022
2022-04-08,aero modifications ami dc-3-65tp,HK-5016,aliansa colombia,0,San Felipe,substantial,aero modifications ami,dc-3-65tp,2022
2022-04-11,beechcraft a100 king air,C-GYQK,thunder airlines,0,Timmins,substantial,beechcraft,a100 king air,2022
2022-04-13,gulfstream american g-1159 gulfstream ii b,N511PK,private,0,Venezuela,write-off,gulfstream,g-1159 gulfstream ii b,2022
2022-04-13,basler bt-67 turbo 67,PNC0257,servicio aéreo de policia,0,Villavicencio,substantial,basler,bt-67 turbo 67,2022
2022-04-13,cessna 208b grand caravan,N928JP,gem air,1,Burley,write-off,cessna,208b grand caravan,2022
2022-04-14,fairchild sa227-dc metro 23,N820DC,denver air connection,0,Denver,substantial,fairchild,sa227-dc metro 23,2022
2022-04-17,embraer emb-505 phenom 300,PP-LGD,voar cooperativa,0,Maraú,substantial,embraer,emb-505 phenom 300,2022
2022-04-17,cessna 525b citationjet cj3,N225SC,gp aviation,0,Caldwell Wright,substantial,cessna,525b citationjet cj3,2022
2022-04-22,antonov an-26b-100,UR-UZB,constanta airlines,1,Mykhailivka,write-off,antonov,an-26b-100,2022
2022-04-26,boeing 737-8as (wl),EI-ENK,ryanair,0,Almería,none,boeing,737-8as (wl),2022
2022-04-30,beechcraft 99a airliner,N699CZ,freight runners express,0,Milwaukee,substantial,beechcraft,99a airliner,2022
2022-04-30,cessna 208b grand caravan,F-GXMP,centre ecole de parachutisme sportif de l'ariège,0,Pamiers,substantial,cessna,208b grand caravan,2022
2022-05-01,boeing 737-8as (wl),VT-SLH,spicejet,0,Durgapur,unknown,boeing,737-8as (wl),2022
2022-05-03,shorts 360-300,N744LG,air cargo carriers,0,San Juan,substantial,shorts,360-300,2022
2022-05-06,beechcraft 200 super king air,CC-CDY,sociedad de transporte aéreo movi air spa,0,Santiago,substantial,beechcraft,200 super king air,2022
2022-05-06,boeing 737-82r (wl),YR-BMM,blue air,0,Napoli,substantial,boeing,737-82r (wl),2022
2022-05-10,boeing 737-883 (wl),LN-RRH,sas scandinavian airlines,0,Oslo,none,boeing,737-883 (wl),2022
2022-05-11,viking air dhc-6 twin otter 400,TJ-TIM,caverton helicopters,11,Nanga Eboko,write-off,viking air,dhc-6 twin otter 400,2022
2022-05-11,cessna 208 caravan i,PT-OQR,lbk serviço aéreo especializado,2,Boituva,substantial,cessna,208 caravan i,2022
2022-05-12,airbus a319-115 (wl),B-6425,tibet airlines,0,Chongqing Jiangbei,write-off,airbus,a319-115 (wl),2022
2022-05-20,embraer emb-110p1 bandeirante,PT-SHN,sales taxi aéreo,0,Eldorado do Sul,substantial,embraer,emb-110p1 bandeirante,2022
2022-05-21,boeing 737-7h4 (wl),N256WN,southwest airlines,0,Tacoma,none,boeing,737-7h4 (wl),2022
2022-05-24,de havilland canada dhc-3t turbine otter,N703TH,yakutat coastal airlines,0,Dry Bay,substantial,de havilland canada,dhc-3t turbine otter,2022
2022-05-25,airbus a320-232,N483UA,united airlines,0,Springfield,none,airbus,a320-232,2022
2022-05-27,boeing 787-9 dreamliner,A6-BLF,etihad airways,0,Lahore,unknown,boeing,787-9 dreamliner,2022
2022-05-28,beechcraft b200 king air,ZS-PTE,unknown,0,Lynedoch,substantial,beechcraft,b200 king air,2022
2022-05-29,de havilland canada dhc-6 twin otter 300,9N-AET,tara air,22,Sanosware,write-off,de havilland canada,dhc-6 twin otter 300,2022
2022-06-02,cessna 525 citationjet,N131PL,kam aviation,0,Natchitoches,substantial,cessna,525 citationjet,2022
2022-06-03,cessna 208b supervan 900,N7581F,gojump oceanside,1,Oceanside,substantial,cessna,208b supervan 900,2022
2022-06-04,cessna 208 caravan i,N90JF,connecticut parachutists,0,Ellington,substantial,cessna,208 caravan i,2022
2022-06-07,shorts sc.7 skyvan 3-200,N731E,alaskan air charter,0,Chisana Field,substantial,shorts,sc.7 skyvan 3-200,2022
2022-06-07,bombardier bd-100-1a10 challenger 300,N694PD,pacific dental services,0,Hawthorne,minor,bombardier,bd-100-1a10 challenger 300,2022
2022-06-10,airbus a319,,unknown,0,Düsseldorf,none,airbus,a319,2022
2022-06-13,cessna 550 citation ii,N550GX,northern meridian,0,Fargo,substantial,cessna,550 citation ii,2022
2022-06-15,beechcraft b200 super king air,OO-LET,asl,0,Liège,substantial,beechcraft,b200 super king air,2022
2022-06-16,boeing 737-3m8 (qc),9S-ABJ,gomair,0,Kananga,substantial,boeing,737-3m8 (qc),2022
2022-06-17,boeing 777-228er,F-GSPQ,air france,0,New York,minor,boeing,777-228er,2022
2022-06-17,airbus a330-202,EI-EJL,ita airways,0,New York,minor,airbus,a330-202,2022
2022-06-21,mcdonnell douglas md-82,HI1064,red air,0,Miami,write-off,mcdonnell douglas,md-82,2022
2022-06-21,antonov an-2r,RA-17742,techservice,2,Sebyan,write-off,antonov,an-2r,2022
2022-06-22,learjet 55c,YV3304,private,6,Charallave,write-off,learjet,55c,2022
2022-06-22,antonov an-30m,30001,npp mir,0,Olenyok,substantial,antonov,an-30m,2022
2022-06-24,fokker f-27 friendship 500,5Y-CCE,icon aviation,0,Juba,unknown,fokker,f-27 friendship 500,2022
2022-06-24,ilyushin il-76md,RF-78778,russian air force,5,Ryazan,write-off,ilyushin,il-76md,2022
2022-06-25,de havilland canada dhc-8-402q dash 8,JA854A,ana wings,0,Tokushima,none,de havilland canada,dhc-8-402q dash 8,2022
2022-06-26,cessna 208 supervan 900,N265KP,alaska seaplanes,0,Elfin Cove,substantial,cessna,208 supervan 900,2022
2022-06-26,antonov an-2r,RA-17951,voskhod,0,Oymyakon,substantial,antonov,an-2r,2022
2022-07-01,antonov an-12bk,UR-11316,motor sich,0,Uzhgorod,substantial,antonov,an-12bk,2022
2022-07-01,boeing 737-7h4 (wl),N480WN,southwest airlines,0,Santa Ana,none,boeing,737-7h4 (wl),2022
2022-07-01,learjet 35a,LV-BPA,flying america sa,4,Río Grande,write-off,learjet,35a,2022
2022-07-13,gulfstream g450,HZ-A23,alpha star aviation services,0,Jeddah,substantial,gulfstream,g450,2022
2022-07-13,cessna 208b super cargomaster,N877FE,corporate air,0,Salt Lake,substantial,cessna,208b super cargomaster,2022
2022-07-15,raytheon beechjet 400a,N400MX,aircraft management group,0,Brunswick,substantial,raytheon hawker,400a,2022
2022-07-15,antonov an-2r,RA-02240,private,2,Prochnookopskaya,substantial,antonov,an-2r,2022
2022-07-16,boeing 737-81d (wl),JA807X,solaseed air,0,Naha,none,boeing,737-81d (wl),2022
2022-07-16,fokker 50,5Y-JSN,icon aviation,0,Rubkona,substantial,fokker,50,2022
2022-07-16,antonov an-12bk,UR-CIC,meridian,8,Kavala,write-off,antonov,an-12bk,2022
2022-07-18,fokker 50,5Y-JXN,jubba airways,0,Mogadishu,write-off,fokker,50,2022
2022-07-20,airbus a321-271nx,HA-LGA,wizz air,0,Budapest Ferenc Liszt,none,airbus,a321-271nx,2022
2022-07-21,cessna 680 citation sovereign,C-GDCP,anderson air,0,Kotzebue,substantial,cessna,680 citation sovereign,2022
2022-07-22,antonov an-2,ST-AUD,crop protection company,0,Omdurman Al Hara,substantial,antonov,an-2,2022
2022-07-24,boeing 717-2bd,N945AT,delta airlines,0,Montreal,substantial,boeing,717-2bd,2022
2022-07-25,airbus a320-214,N950AV,avianca,0,Rionegro,none,airbus,a320-214,2022
2022-07-27,bombardier bd-100-1a10 challenger 300,N557XJ,vistajet,0,San Francisco,none,bombardier,bd-100-1a10 challenger 300,2022
2022-07-28,de havilland canada dhc-3t vazar turbine otter,N320KT,rust's flying service,0,Talkeetna,substantial,de havilland canada,dhc-3t vazar turbine otter,2022
2022-07-29,casa c-212 aviocar 200,N497CA,rampart aviation,1,Raleigh,substantial,casa,c-212 aviocar 200,2022
2022-07-30,boeing 737-86n (wl),HS-DBR,nok air,0,Chiang Rai,substantial,boeing,737-86n (wl),2022
2022-08-05,boeing 777-fdz,A7-BFH,qatar airways cargo,0,Chicago,substantial,boeing,777-fdz,2022
2022-08-06,boeing 757-251 (wl),N540US,delta airlines,0,Atlanta,substantial,boeing,757-251 (wl),2022
2022-08-07,iai 1124 westwind,PR-OMX,brasil vida táxi aéreo,0,Goiânia,substantial,iai,1124 westwind,2022
2022-08-15,cessna 560 citation encore,N977MR,raber flight services,0,Aspen,substantial,cessna,560 citation encore,2022
2022-08-17,antonov an-24b,RA-47848,angara airlines,0,Ust,substantial,antonov,an-24b,2022
2022-08-19,boeing 737-824 (wl),N73270,united airlines,0,Pharisburg,none,boeing,737-824 (wl),2022
2022-08-20,beechcraft 99,N399TS,pacc air,0,Oshkosh,substantial,beechcraft,99,2022
2022-08-29,boeing 717-2bd,N946AT,delta airlines,0,Detroit,none,boeing,717-2bd,2022
2022-08-30,cessna 208b grand caravan ex,PK-SNW,smart cakrawala aviation,0,Sinak,substantial,cessna,208b grand caravan ex,2022
2022-08-31,cessna 208b grand caravan ex,N208JM,private,0,Abu Dhabi,write-off,cessna,208b grand caravan ex,2022
2022-09-01,boeing 737-824 (wl),N76529,united airlines,0,Denver,none,boeing,737-824 (wl),2022
2022-09-02,airbus a320-251n,CS-TVI,tap air portugal,2,Conakry,substantial,airbus,a320-251n,2022
2022-09-02,antonov an-2r,RA-56534,2nd arkhangelsk united aviation division,0,Nes,substantial,antonov,an-2r,2022
2022-09-03,shorts sc.7 skyvan 3m-400,SP-HIP,skyforce,2,Piotrków Trybunalski,write-off,shorts,sc.7 skyvan 3m-400,2022
2022-09-04,airbus a220-100,N113DQ,delta airlines,0,New York,none,airbus,a220-100,2022
2022-09-04,boeing 777-f1h,D-AALU,aerologic,0,Frankfurt,none,boeing,777-f1h,2022
2022-09-04,de havilland canada dhc-3t turbine otter,N725TH,friday harbor seaplane tours,10,Freeland,write-off,de havilland canada,dhc-3t turbine otter,2022
2022-09-04,cessna 551 citation ii/sp,OE-FGR,gg rent,4,Ventspils,write-off,cessna,551 citation ii/sp,2022
2022-09-07,cessna 750 citation x,N15TZ,bvs,0,Phoenix,substantial,cessna,750 citation x,2022
2022-09-09,learjet 36,N26FN,strategic airborne operations,0,San Diego,substantial,learjet,36,2022
2022-09-09,cirrus sf50 vision jet,N77VJ,tac9,0,Kissimmee Gateway,substantial,cirrus,sf50 vision jet,2022
2022-09-10,antonov an-28,9S-GAX,tracep-congo aviation,3,Bukavu,write-off,antonov,an-28,2022
2022-09-10,cessna 208b grand caravan,PT-MES,piquiatuba táxi aéreo,1,Porto Trombetas,write-off,cessna,208b grand caravan,2022
2022-09-15,fairchild sa227-ac metro iii,XA-UMW,aeronaves tsm,0,Ramos Arizpe,substantial,fairchild,sa227-ac metro iii,2022
2022-09-19,beechcraft 1900c-1,TN-AIQ,equaflight services,0,Pointe,substantial,beechcraft,1900c-1,2022
2022-09-20,dassault falcon 2000,ZS-PKR,pepkor group,0,Pietermaritzburg,substantial,dassault falcon,2000,2022
2022-09-20,cessna 525b citationjet cj3,N528DV,pacific cataract & laser institute  pc,0,Pasco,write-off,cessna,525b citationjet cj3,2022
2022-09-20,british aerospace 3201 jetstream 32ep,OB-2152,saeta peru,1,El Estrecho,substantial,british aerospace,3201 jetstream 32ep,2022
2022-09-21,britten norman bn-2a-8 islander,8R-GGT,jags aviation,0,Eteringbang,substantial,britten-norman,bn-2a-8 islander,2022
2022-09-21,rockwell sabreliner 65,XB-RXG,private,0,Zulia,write-off,rockwell sabreliner,65,2022
2022-09-22,boeing 737-8hc (wl),TC-SOG,sunexpress,0,Köln,substantial,boeing,737-8hc (wl),2022
2022-09-22,antonov an-2r,ST-AUE,crop protection company,0,Yassin,substantial,antonov,an-2r,2022
2022-09-24,boeing 737-436 (sf),EC-NLS,swiftair,0,Montpellier,substantial,boeing,737-436 (sf),2022
2022-09-25,boeing 737-8v3 (wl),HP-1539CMP,copa airlines,0,Panama,substantial,boeing,737-8v3 (wl),2022
2022-09-25,fokker 50,5Y-FAI,freedom airline express,0,Nairobi,substantial,fokker,50,2022
2022-09-27,cessna 550 citation ii,N409ST,abs equipment leasing,0,Waco,substantial,cessna,550 citation ii,2022
2022-09-28,boeing 757-256 (wl),TF-FIK,icelandair flugfélag islands,0,London,substantial,boeing,757-256 (wl),2022
2022-09-28,boeing 777-3b5er,HL7782,korean air,0,London,substantial,boeing,777-3b5er,2022
2022-09-29,boeing 737-7ct (wl),N7881A,southwest airlines,0,Denver,none,boeing,737-7ct (wl),2022
2022-10-01,boeing 737-8gj (wl),F-GZHA,transavia france,0,Nantes Atlantique,substantial,boeing,737-8gj (wl),2022
2022-10-03,boeing 737-8q3 (wl),JA07RK,japan transocean air,0,Miho,none,boeing,737-8q3 (wl),2022
2022-10-03,embraer emb-545 legacy 450,N179SP,partee aviation,0,Houston,substantial,embraer,emb-545 legacy 450,2022
2022-10-03,britten-norman bn-2a-21 islander,VH-WQA,torres strait air,0,Moa,substantial,britten-norman,bn-2a-21 islander,2022
2022-10-05,atr 42-500,SX-EIT,sky express,0,Athens,substantial,atr,42-500,2022
2022-10-12,honda ha-420 hondajet,N704JT,jupiter aviation,0,West Michigan,substantial,honda,ha-420 hondajet,2022
2022-10-13,de havilland canada dhc-3t vazar turbine otter,C-FDDX,true north airways,0,Lac PLuto,write-off,de havilland canada,dhc-3t vazar turbine otter,2022
2022-10-13,cessna 208b grand caravan,OB-2228,saeta peru,0,Jeberos,write-off,cessna,208b grand caravan,2022
2022-10-16,cirrus sf50 vision jet g2,HK-5342G,panamerican training center,1,Santa Marta,substantial,cirrus,sf50 vision jet g2,2022
2022-10-18,beechcraft 99 airliner,C6-OFM,flamingo air charter,0,Black Point,substantial,beechcraft,99 airliner,2022
2022-10-19,de havilland canada dhc-8-314 dash 8,C-GJYZ,perimeter aviation,0,Sandy Lake,substantial,de havilland canada,dhc-8-314 dash 8,2022
2022-10-22,boeing 737-8as (wl),EI-EKJ,ryanair,0,Agadir,none,boeing,737-8as (wl),2022
2022-10-23,airbus a330-322,HL7525,korean air,0,Mactan,substantial,airbus,a330-322,2022
2022-10-25,cessna 208b grand caravan,PK-RVA,reven global transpor,0,Ilaga,substantial,cessna,208b grand caravan,2022
2022-10-27,canadair cl-215-6b11 (cl-415),I-DPCN,vigili del fuoco,2,Linguaglossa,write-off,canadair,cl-215-6b11 (cl-415),2022
2022-10-28,embraer emb-110c bandeirante,FAU-583,fuerza aérea uruguaya,0,Montevideo,substantial,embraer,emb-110c bandeirante,2022
2022-11-02,airbus a319-132,N519NK,spirit airlines,0,New Orleans,none,airbus,a319-132,2022
2022-11-03,eclipse 550,N150NE,elite flight travel,0,Mesa,substantial,eclipse,550,2022
2022-11-03,let l-410uvp-e20,9S-GPK,goma express,3,Kasese,write-off,let,l-410uvp-e20,2022
2022-11-06,cessna 208b grand caravan,AMB 0956,aviación militar bolivariana,5,Puerto Ayacucho,write-off,cessna,208b grand caravan,2022
2022-11-06,atr 42-500,5H-PWF,precision air,19,Bukoba,substantial,atr,42-500,2022
2022-11-07,atr 72-600 (72-212a),JA06JC,japan air commuter,0,Kagoshima,none,atr,72-600 (72-212a),2022
2022-11-09,boeing 737-7h4 (wl),N963WN,southwest airlines,0,Chicago,substantial,boeing,737-7h4 (wl),2022
2022-11-09,boeing 737-823 (wl),N909NN,american airlines,0,Chicago,substantial,boeing,737-823 (wl),2022
2022-11-10,boeing 737 max 8,N316SE,american airlines,0,Miami,none,boeing,737 max 8,2022
2022-11-12,boeing b-17g flying fortress,N7227C,american airpower heritage museum,6,Dallas Executive,write-off,boeing,b-17g flying fortress,2022
2022-11-14,antonov an-2,CU-A1885,risk mondial aviation & recovery,0,Miami,substantial,antonov,an-2,2022
2022-11-15,honda ha-420 hondajet,N789RJ,andersen air,0,Salt Lake,substantial,honda,ha-420 hondajet,2022
2022-11-15,fairchild sa227-at expediter,N247DH,ameriflight,0,Pewaukee,substantial,fairchild,sa227-at expediter,2022
2022-11-17,embraer emb-110p1 bandeirante,C6-CAB,leair charter services,0,Nassau,minor,embraer,emb-110p1 bandeirante,2022
2022-11-17,beechcraft 1900d,VH-NYA,penjet pty,0,Fortnum,substantial,beechcraft,1900d,2022
2022-11-18,airbus a320-271n,CC-BHB,latam perú,2,Lima,write-off,airbus,a320-271n,2022
2022-11-18,cessna 208b grand caravan ex,N2069B,raisbeck engineering,4,Snohomish,write-off,cessna,208b grand caravan ex,2022
2022-11-19,airbus a320-211,N330NW,delta airlines,0,Omaha,substantial,airbus,a320-211,2022
2022-11-20,boeing 737-4q8 (sf),TF-BBM,bluebird cargo,0,Paris,substantial,boeing,737-4q8 (sf),2022
2022-11-25,cirrus sf50 vision jet g2,N15VJ,verijet,0,Indianapolis,substantial,cirrus,sf50 vision jet g2,2022
2022-11-28,airbus a330-243,PR-AIY,azul linhas aéreas brasileiras,0,Manaus,none,airbus,a330-243,2022
2022-11-29,boeing 737-7h4 (wl),N946WN,southwest airlines,0,Denver,none,boeing,737-7h4 (wl),2022
2022-11-29,learjet 45,N988MC,jett aircraft,0,Batesville,substantial,learjet,45,2022
2022-11-30,learjet 36,N12FN,aery aviation,0,Newport News,substantial,learjet,36,2022
2022-12-01,learjet 35a,N979RF,reva,0,Guantánamo Naval Air Station,substantial,learjet,35a,2022
2022-12-03,embraer erj-175lr,N85356,mesa airlines,0,Taneytown,none,embraer,erj-175lr,2022
2022-12-07,british aerospace bae-146-200,CC-ACO,antarctic airways,0,Iquique,substantial,british aerospace,bae-146-200,2022
2022-12-08,boeing 767-322er (wl),N649UA,united airlines,0,Albany,none,boeing,767-322er (wl),2022
2022-12-15,swearingen sa226-tc metro ii,N398KL,key lime air,0,Wichita Dwight D. Eisenhower National,substantial,swearingen,sa226-tc metro ii,2022
2022-12-17,de havilland canada dhc-8-402qpf dash 8,5Y-VVY,blue bird aviation,0,Abudwak,substantial,de havilland canada,dhc-8-402qpf dash 8,2022
2022-12-18,airbus a330-243,N393HA,hawaiian airlines,0,Maui,minor,airbus,a330-243,2022
2022-12-18,boeing 737-824 (wl),N87531,united airlines,0,Cobán,none,boeing,737-824 (wl),2022
2022-12-22,boeing 787-9 dreamliner,C-FVNF,air canada,0,Tokyo,unknown,boeing,787-9 dreamliner,2022
2022-12-23,de havilland canada dhc-6 twin otter 300,PK-OTY,rimbun air,0,Moanemani,substantial,de havilland canada,dhc-6 twin otter 300,2022
2022-12-24,gulfstream giv-x (g450),N456FX,flexjet,0,Miami,none,gulfstream,(g450),2022
2022-12-26,boeing 737-860 (wl),ET-APL,ethiopian airlines,0,Mogadishu,substantial,boeing,737-860 (wl),2022
2022-12-26,boeing 737 max 8-200,EI-HEY,ryanair,0,Bremen,none,boeing,737 max 8-200,2022
2022-12-26,boeing 737-3z0,C5-MAB,tarco aviation lsf mid africa aviation,0,Mogadishu,substantial,boeing,737-3z0,2022
2022-12-27,embraer emb-505 phenom 300,N16DF,skystallion,0,Hawthorne,substantial,embraer,emb-505 phenom 300,2022
2022-12-30,canadair cl-600s challenger 600,XB-SGV,private,2,Venado,write-off,canadair,cl-600s challenger 600,2022
2022-12-31,embraer erj-175lr (erj-170-200 lr),N264NN,envoy air,1,Montgomery,minor,embraer,erj-175lr (erj-170-200 lr),2022
2022-12-31,cessna 208b grand caravan,5X-GBR,bar aviation,0,Mweya,write-off,cessna,208b grand caravan,2022
2021-01-02,beechcraft 200 super king air,N831WP,vagus group,0,White Plains,minor,beechcraft,200 super king air,2021
2021-01-02,learjet 31a,PP-BBV,brasil vida táxi aéreo,0,Diamantina,substantial,learjet,31a,2021
2021-01-09,cessna 560 citation v,N3RB,sx transport,1,Pine Grove,write-off,cessna,560 citation v,2021
2021-01-09,boeing 737-524 (wl),PK-CLC,sriwijaya air,62,Jakarta,write-off,boeing,737-524 (wl),2021
2021-01-12,harbin y-12-ii,,kenya air force,4,Voi,write-off,harbin,y-12-ii,2021
2021-01-17,boeing 777-31her,A6-EPN,emirates,0,Nicosia FIR,none,boeing,777-31her,2021
2021-01-19,avro rj85,G-JOTR,jota aviation,0,London,substantial,avro,rj85,2021
2021-01-19,boeing 737-4q8 (sf),G-JMCY,west atlantic uk,0,Exeter,substantial,boeing,737-4q8 (sf),2021
2021-01-23,canadair cl-600 challenger 600,N275JP,global avionics,0,Los Mochis,unknown,canadair,cl-600 challenger 600,2021
2021-01-23,north american rockwell sabreliner 60,XB-JMR,aviacion ejecutiva del bajio,0,Rocky Point,substantial,rockwell sabreliner,60,2021
2021-01-24,raytheon beechjet 400a,N476BJ,martinair,0,Binghamton,substantial,raytheon hawker,400a,2021
2021-01-26,harbin y-12e,AF-222,zambian air force,0,Mukinge Mission,substantial,harbin,y-12e,2021
2021-01-28,beechcraft b300 king air 350,N217US,mm-air,0,Davenport,substantial,beechcraft,b300 king air 350,2021
2021-01-29,beechcraft 100 king air,,private,0,Crooked Tree,write-off,beechcraft,100 king air,2021
2021-01-29,antonov an-2,,korean people's army air and anti-air force,5,Taechon Air Base,write-off,antonov,an-2,2021
2021-02-01,boeing 747-8kzf,JA13KZ,nippon cargo airlines,0,Tokyo,substantial,boeing,747-8kzf,2021
2021-02-08,airbus a320-271n,N918NK,spirit airlines,0,Fort Lauderdale,none,airbus,a320-271n,2021
2021-02-08,embraer emb-500 phenom 100,9H-FAM,luxwing,0,Paris,substantial,embraer,emb-500 phenom 100,2021
2021-02-09,antonov an-12bk,RF-95416,russian air force,0,Iturup,substantial,antonov,an-12bk,2021
